colorvalue, FLOOR_PROX_WHEEL_LEFT, FLOOR_PROX_FRONT_LEFT, FLOOR_PROX_FRONT_RIGHT, FLOOR_PROX_WHEEL_RIGHT
0,  4610,  5023,  5313,  4628
0,  4609,  5018,  5316,  4624
0,  4603,  5020,  5315,  4630
0,  4603,  5020,  5314,  4626
0,  4609,  4972,  5315,  4631
0,  4601,  5022,  5324,  4631
0,  4602,  5029,  5319,  4981
0,  4607,  5027,  5322,  4627
0,  4606,  5032,  5322,  4621
0,  4607,  5029,  5320,  4624
0,  4601,  5023,  5321,  4633
0,  4617,  5025,  5318,  4624
0,  4607,  5031,  5322,  4620
0,  4612,  5025,  5322,  4625
0,  4605,  5032,  5323,  4621
0,  4613,  5385,  5355,  4617
0,  4608,  4752,  4946,  4627
0,  4621,  5029,  5319,  4613
0,  4610,  5029,  5322,  4620
0,  4608,  5025,  5323,  4618
0,  4611,  5031,  5324,  4621
0,  4607,  5031,  5325,  4617
0,  4611,  5030,  5327,  4620
0,  4613,  5028,  5323,  4623
0,  4613,  5028,  5323,  4614
0,  4615,  5031,  5316,  4618
0,  4611,  5028,  5321,  4616
0,  4565,  5018,  5319,  4617
0,  4607,  5022,  5322,  4614
0,  4615,  5025,  5318,  4621
0,  4650,  5025,  5318,  4619
0,  4619,  5024,  5319,  4618
0,  4613,  5028,  5321,  4630
0,  4617,  5022,  5321,  4617
0,  4616,  5029,  5318,  4617
0,  4614,  5024,  5322,  4620
0,  4609,  5031,  5320,  4622
0,  4611,  5027,  5318,  4617
0,  4618,  5023,  5321,  4626
0,  4616,  5028,  5318,  4618
0,  4617,  5041,  5158,  4622
0,  4617,  5520,  5647,  4622
0,  4610,  5028,  5319,  4612
0,  4616,  5027,  5321,  4615
0,  4617,  5026,  5316,  4619
0,  4615,  5024,  5315,  4617
0,  4612,  5026,  5318,  4618
0,  4616,  5029,  5320,  4608
0,  4613,  5031,  5321,  4617
0,  4618,  5025,  5320,  4615
0,  4617,  5024,  5323,  4620
0,  4616,  5025,  5316,  4612
0,  4621,  5029,  5319,  4618
0,  4612,  5033,  5323,  4622
0,  4614,  5027,  5324,  4623
0,  4624,  5033,  5322,  4615
0,  4615,  5033,  5325,  4623
0,  4618,  5028,  5321,  4609
0,  4622,  5025,  5323,  4613
0,  4611,  5027,  5326,  4611
0,  4615,  5032,  5323,  4608
0,  4621,  5032,  5322,  4610
0,  4621,  5026,  5321,  4620
0,  4617,  5028,  5319,  4714
0,  4620,  5030,  5317,  4609
0,  4621,  5029,  5327,  4612
0,  4621,  5035,  5324,  4609
0,  4617,  5028,  5324,  4598
0,  4614,  5032,  5322,  4620
0,  4617,  5028,  5319,  4612
0,  4617,  5032,  5317,  4605
0,  4620,  5024,  5323,  4614
0,  4674,  5026,  5323,  4611
0,  4616,  5023,  5327,  4613
0,  4617,  4933,  4986,  4613
0,  4621,  5025,  5325,  4614
0,  4617,  5029,  5326,  4610
0,  4621,  5031,  5321,  4615
0,  4622,  5029,  5326,  4608
0,  4615,  5000,  5321,  4612
0,  4624,  5029,  5327,  4609
0,  4617,  5030,  5331,  4604
0,  4616,  5033,  5323,  4614
0,  4620,  5034,  5325,  4611
0,  4619,  5026,  5326,  4603
0,  4559,  5027,  5320,  4606
0,  4618,  5031,  5325,  4612
0,  4623,  5030,  5326,  4607
0,  4618,  5030,  5324,  4341
0,  4621,  5026,  5320,  4612
0,  4618,  5031,  5320,  4608
0,  4618,  5027,  5321,  4609
0,  4620,  5027,  5323,  4617
0,  4621,  5027,  5319,  4609
0,  4622,  5028,  5323,  4616
0,  4612,  5035,  5323,  4606
0,  4620,  5028,  5325,  4620
0,  4614,  5030,  5325,  4611
0,  4617,  5025,  5326,  4603
0,  4616,  4661,  5325,  4609
0,  4615,  5025,  5321,  4604
0,  4620,  5028,  5326,  4610
0,  4619,  5028,  5318,  4609
0,  4655,  5027,  5322,  4598
0,  4625,  5030,  5326,  4610
0,  4621,  5027,  5325,  4612
0,  4598,  5029,  5323,  4608
0,  4615,  5027,  5518,  4608
0,  4529,  5008,  5322,  4610
0,  4619,  5029,  5327,  4612
0,  4658,  5026,  5325,  4609
0,  4620,  5031,  5325,  4611
0,  4615,  5025,  5325,  4604
0,  4621,  5022,  5323,  4441
0,  4620,  5029,  5326,  4607
0,  4613,  5032,  5326,  4609
0,  5143,  5029,  5325,  4596
0,  4618,  5025,  5320,  4612
0,  4614,  5027,  5323,  4616
0,  4617,  5027,  5297,  4602
0,  4620,  5026,  5327,  4614
0,  4617,  5032,  5324,  4610
0,  4618,  5027,  5323,  4619
0,  4613,  5026,  5320,  4617
0,  4617,  5031,  5320,  4606
0,  4618,  5028,  5313,  4610
0,  4619,  5024,  5322,  4610
0,  4614,  5031,  5318,  4617
0,  4616,  5030,  5325,  4611
0,  4597,  5026,  5314,  4610
0,  4614,  5028,  5323,  4613
0,  4675,  5028,  5323,  4613
0,  4615,  4994,  4720,  4604
0,  4620,  5030,  5320,  4617
0,  4618,  5028,  5320,  4608
0,  4616,  5031,  5317,  4605
0,  4618,  4969,  5321,  4619
0,  4615,  5029,  5319,  4610
0,  4612,  5028,  5319,  4612
0,  4621,  5028,  5322,  4611
0,  4618,  5033,  5320,  4612
0,  4625,  5028,  5324,  4608
0,  4620,  5032,  5323,  4587
0,  4611,  5029,  5323,  4608
0,  4614,  5030,  5321,  4608
0,  4626,  5021,  5317,  4606
0,  4622,  5024,  5324,  4611
0,  4620,  5029,  5323,  4604
0,  4620,  5030,  5321,  4620
0,  4614,  5026,  5318,  4623
0,  4615,  5028,  5320,  4611
0,  4618,  5026,  5321,  4613
0,  4613,  5035,  5323,  4614
0,  4623,  5034,  5323,  4610
0,  4619,  5028,  5288,  4606
0,  4617,  5033,  5320,  4611
0,  4617,  5034,  5321,  4606
0,  4621,  5028,  5322,  4610
0,  4615,  5030,  5322,  4615
0,  4619,  5024,  5323,  4609
0,  4663,  5031,  5321,  4609
0,  4611,  5031,  5320,  4612
0,  4615,  5029,  5324,  4609
0,  4618,  5032,  5326,  4625
0,  4616,  5029,  5327,  4610
0,  4614,  4713,  5260,  4610
0,  4619,  5029,  5325,  4599
0,  4616,  5025,  5322,  4613
0,  4631,  5033,  5322,  4614
0,  4616,  5024,  5323,  4607
0,  4619,  5029,  5323,  4608
0,  4619,  5026,  5325,  4612
0,  4613,  5030,  5329,  4604
0,  4614,  5031,  5322,  4619
0,  4612,  5028,  5325,  4608
0,  4618,  5027,  5318,  4608
0,  4620,  5027,  5325,  4609
0,  4617,  5026,  5321,  4611
0,  4624,  5025,  5323,  4613
0,  4614,  5030,  5325,  4615
0,  4617,  5030,  5319,  4612
0,  4617,  5024,  5321,  4608
0,  4615,  5030,  5325,  4603
0,  4625,  5026,  5326,  4595
0,  4850,  5030,  5328,  4606
0,  4618,  5030,  5323,  4616
0,  4619,  5032,  5326,  4612
0,  4581,  5025,  5324,  4605
0,  4613,  5030,  5323,  4603
0,  4615,  5051,  5321,  4608
0,  4617,  5027,  5319,  4601
0,  4620,  5033,  5323,  4608
0,  4618,  5034,  5325,  4606
0,  4619,  5033,  5323,  4611
0,  4617,  5031,  5323,  4611
0,  4618,  5029,  5319,  4605
0,  4621,  5028,  5322,  4610
0,  4616,  5026,  5324,  4611
0,  4613,  5735,  5799,  4604
0,  4622,  5030,  5319,  4605
8,  4570,  5267,  5541,  4432
8,  4594,  5292,  5543,  4444
8,  4571,  5265,  5546,  4445
8,  4573,  5267,  5542,  4436
8,  4572,  5264,  5546,  4447
8,  4568,  5267,  5546,  4442
8,  4566,  5265,  5544,  4434
8,  4572,  4966,  5680,  4445
8,  4571,  5269,  5545,  4440
8,  4564,  5263,  5548,  4430
8,  4568,  5268,  5549,  4443
8,  4565,  5263,  5551,  4436
8,  4573,  5299,  5561,  4444
8,  4573,  5399,  5547,  4437
8,  4563,  5264,  5547,  4434
8,  4563,  5268,  5551,  4445
8,  4566,  5261,  5545,  4446
8,  4560,  5270,  5546,  4446
8,  4569,  5267,  5552,  4462
8,  4569,  5268,  5546,  4439
8,  4565,  5263,  5548,  4441
8,  4571,  5269,  5546,  4444
8,  4562,  5271,  5549,  4441
8,  4566,  5273,  5548,  4444
8,  4569,  5271,  5553,  4447
8,  4571,  5269,  5548,  4447
8,  4571,  5269,  5548,  4446
8,  4562,  5273,  5543,  4441
8,  4568,  5270,  5547,  4445
8,  4570,  5264,  5549,  4438
8,  4570,  5269,  5555,  4437
8,  4568,  5265,  5548,  4446
8,  4569,  5265,  5546,  4442
8,  4572,  5266,  5547,  4437
8,  4571,  5264,  5548,  4443
8,  4569,  5270,  5545,  4440
8,  4571,  5268,  5547,  4441
8,  4567,  5267,  5547,  4440
8,  4565,  5269,  5550,  4440
8,  4566,  5274,  5548,  4443
8,  4566,  5266,  5549,  4445
8,  4574,  5273,  5548,  4437
8,  4565,  5267,  5544,  4446
8,  4567,  5270,  5547,  4433
8,  4567,  5274,  5549,  4434
8,  4569,  5265,  5547,  4447
8,  4545,  5271,  5548,  4441
8,  4568,  5267,  5537,  4445
8,  4571,  5266,  5549,  4445
8,  4568,  5270,  5548,  4448
8,  4570,  5263,  5552,  4442
8,  4567,  5265,  5545,  4441
8,  4565,  5270,  5550,  4436
8,  4562,  5268,  5548,  4436
8,  4569,  5270,  5552,  4443
8,  4566,  5272,  5546,  4441
8,  4576,  5271,  5547,  4445
8,  4570,  5271,  5549,  4412
8,  4571,  5267,  5547,  4445
8,  4570,  5265,  5541,  4447
8,  4567,  5266,  5550,  4441
8,  4572,  5272,  5549,  4439
8,  4567,  5267,  5543,  4439
8,  4569,  5262,  5548,  4448
8,  4569,  5271,  5546,  4439
8,  4564,  5275,  5550,  4445
8,  4574,  5268,  5551,  4444
8,  4569,  5307,  5551,  4443
8,  4572,  5269,  5547,  4443
8,  4569,  5268,  5549,  4441
8,  4567,  5265,  5548,  4427
8,  4566,  5262,  5548,  4441
8,  4572,  5268,  5544,  4443
8,  4566,  5266,  5549,  4445
8,  4566,  5271,  5591,  4429
8,  4568,  5270,  5549,  4437
8,  4565,  5264,  5545,  4445
8,  4570,  5266,  5547,  4442
8,  4572,  5266,  5547,  4440
8,  4564,  5264,  5551,  4445
8,  4574,  5265,  5549,  4443
8,  4572,  5270,  5545,  4447
8,  4568,  5268,  5546,  4444
8,  4577,  5270,  5546,  4431
8,  4558,  5270,  5549,  4442
8,  4575,  5307,  5544,  4439
8,  4577,  5270,  5549,  4444
8,  4567,  5265,  5546,  4441
8,  4565,  5264,  5546,  4442
8,  4566,  5265,  5544,  4440
8,  4569,  5263,  5550,  4439
8,  4570,  5267,  5549,  4436
8,  4577,  5264,  5548,  4440
8,  4566,  5272,  5547,  4440
8,  4566,  5267,  5547,  4442
8,  4570,  5262,  5549,  4444
8,  4572,  5267,  5552,  4451
8,  4561,  5269,  5548,  4436
8,  4570,  5265,  5549,  4439
8,  4562,  5268,  5551,  4445
8,  4570,  5263,  5548,  4442
8,  4571,  5271,  5548,  4438
8,  4548,  5275,  5551,  4443
8,  4565,  5267,  5559,  4444
8,  4506,  5264,  5549,  4437
8,  4564,  5270,  5549,  4443
8,  4572,  5269,  5549,  4440
8,  4570,  5271,  5553,  4443
8,  4568,  5271,  5545,  4446
8,  4347,  5261,  5545,  4438
8,  4565,  5267,  5544,  4436
8,  4569,  5268,  5550,  4168
8,  4566,  5270,  5547,  4447
8,  4569,  5269,  5553,  4438
8,  4564,  5266,  5551,  4448
8,  4569,  5269,  5550,  4441
8,  4567,  5272,  5554,  4436
8,  4566,  5270,  5550,  4445
8,  4573,  5268,  5550,  4436
8,  4567,  5266,  5552,  4437
8,  4570,  5267,  5550,  4449
8,  4564,  5270,  5549,  4443
8,  4568,  5268,  5547,  4432
8,  4571,  5272,  5551,  4442
8,  4564,  5267,  5546,  4447
8,  4569,  5278,  5553,  4436
8,  4621,  5266,  5553,  4441
8,  4569,  5276,  5552,  4440
8,  4740,  5269,  5552,  4441
8,  4563,  5267,  5548,  4444
8,  4573,  5269,  5567,  4442
8,  4564,  5265,  5550,  4447
8,  4580,  5276,  5557,  4443
8,  4573,  5271,  5549,  4447
8,  4572,  5266,  5551,  4437
8,  4564,  5269,  5552,  4440
8,  4572,  5268,  5547,  4200
8,  4566,  5267,  5547,  4447
8,  4572,  5252,  5549,  4447
8,  4572,  5271,  5552,  4443
8,  4567,  5266,  5554,  4441
8,  4563,  5273,  5551,  4442
8,  4564,  5267,  5551,  4449
8,  4568,  4605,  5095,  4444
8,  4475,  5224,  5553,  4447
8,  4565,  5266,  5554,  4448
8,  4626,  5267,  5554,  4412
8,  4574,  5267,  5550,  4447
8,  4571,  5271,  5554,  4433
8,  4577,  5273,  5550,  4438
8,  4570,  5273,  5551,  4436
8,  4568,  4947,  5553,  4434
8,  4563,  5267,  5556,  4444
8,  4571,  5271,  5554,  4443
8,  4566,  5278,  5553,  4441
8,  4564,  5275,  5554,  4447
8,  4570,  5271,  5550,  4437
8,  4571,  5277,  5554,  4440
8,  4564,  5273,  5555,  4442
8,  4572,  5270,  5545,  4442
8,  4572,  4949,  5557,  4439
8,  4570,  5271,  5556,  4055
8,  4567,  5271,  5553,  4446
8,  4574,  5278,  5551,  4439
8,  4571,  5277,  5555,  4444
8,  4575,  5270,  5548,  4439
8,  4551,  5272,  5551,  4446
8,  4575,  5275,  5552,  4441
8,  4574,  5273,  5556,  4446
8,  4580,  5272,  5550,  4441
8,  4577,  5275,  5556,  4443
8,  4571,  5278,  5546,  4445
8,  4570,  5276,  5553,  4445
8,  4573,  5271,  5550,  4438
8,  4573,  5277,  5559,  4445
8,  4578,  5275,  5552,  4444
8,  4513,  5269,  5131,  4439
8,  4575,  6046,  6011,  4433
8,  4570,  5286,  5555,  4436
8,  4575,  5277,  5554,  4437
8,  4571,  5278,  5556,  4439
8,  4575,  5278,  5556,  4436
8,  4580,  5275,  5548,  4444
8,  4582,  5271,  5555,  4442
8,  4573,  5275,  5555,  4444
8,  4579,  5273,  5556,  4464
8,  4554,  5276,  5545,  4443
8,  4578,  5275,  5552,  4437
8,  4574,  5271,  5538,  4443
8,  4569,  5273,  5555,  4443
8,  4572,  5273,  5559,  4436
8,  4573,  5275,  5552,  4440
8,  4575,  5275,  5554,  4440
8,  4576,  5273,  5556,  4441
8,  4577,  4985,  5789,  4438
8,  4572,  5274,  5553,  4435
8,  4577,  5273,  5553,  4438
8,  4577,  5278,  5552,  4437
8,  4585,  5277,  5554,  4434
8,  4579,  5274,  5553,  4436
16,  4929,  5302,  5591,  4675
16,  4935,  5304,  5591,  4690
16,  4945,  5305,  5586,  4676
16,  4938,  5307,  5573,  4673
16,  4935,  5307,  5590,  4679
16,  4937,  5304,  5590,  4664
16,  4942,  5303,  5589,  4673
16,  4935,  5554,  5590,  4674
16,  4936,  5304,  5590,  4676
16,  4934,  5308,  5592,  4679
16,  4934,  5306,  5590,  4681
16,  4935,  5300,  5591,  4676
16,  4937,  5306,  5595,  4677
16,  4938,  5304,  5594,  4677
16,  4940,  5303,  5592,  4674
16,  4935,  5303,  5592,  4684
16,  4930,  5301,  5593,  4681
16,  4939,  5305,  5598,  4681
16,  4932,  5307,  5598,  4670
16,  4940,  5311,  5595,  4667
16,  4937,  5302,  5594,  4710
16,  4943,  5305,  5595,  4674
16,  4938,  5302,  5594,  4678
16,  4935,  5305,  5594,  4673
16,  4938,  4560,  4958,  4677
16,  4935,  5306,  5599,  4675
16,  4937,  5301,  5592,  4678
16,  4939,  5305,  5594,  4676
16,  4944,  5304,  5595,  4669
16,  4942,  5309,  5596,  4672
16,  4936,  5305,  5594,  4672
16,  4948,  5310,  5596,  4670
16,  4938,  5309,  5575,  4669
16,  4940,  5302,  5597,  4667
16,  4933,  5309,  5599,  4673
16,  4946,  5307,  5598,  4673
16,  4940,  5305,  5599,  4681
16,  4941,  5302,  5596,  4670
16,  4937,  5309,  5601,  4678
16,  4945,  5306,  5593,  4665
16,  4947,  5310,  5596,  4670
16,  4944,  4622,  5346,  4671
16,  4943,  5306,  5592,  4669
16,  4947,  5307,  5595,  4671
16,  4949,  5308,  5594,  4666
16,  4936,  5307,  5593,  4670
16,  4942,  5312,  5592,  4668
16,  4943,  5303,  5596,  4679
16,  4942,  5298,  5595,  4683
16,  4945,  5301,  5592,  4668
16,  4944,  5306,  5596,  4671
16,  4949,  5306,  5596,  4673
16,  4944,  5304,  5598,  4676
16,  4943,  5305,  5600,  4669
16,  4951,  5316,  5596,  4679
16,  4942,  5305,  5601,  4664
16,  4943,  5311,  5603,  4674
16,  4944,  5255,  5602,  4669
16,  4950,  5400,  5007,  4666
16,  4943,  5316,  5601,  4674
16,  4943,  5314,  5606,  4672
16,  4950,  5315,  5615,  4676
16,  4938,  5314,  5602,  4689
16,  4944,  5310,  5602,  4674
16,  4955,  5315,  5598,  4680
16,  4941,  5317,  5599,  4672
16,  4946,  5316,  5603,  4674
16,  4948,  5319,  5605,  4676
16,  4950,  5319,  5607,  4673
16,  4961,  5318,  5609,  4679
16,  4947,  5326,  5608,  4674
16,  4954,  5318,  5611,  4672
16,  5028,  5359,  5605,  4672
16,  4952,  5321,  5606,  4669
16,  4963,  5326,  5595,  4670
16,  4967,  5328,  5606,  4669
16,  4966,  5326,  5605,  4664
16,  4962,  5325,  5604,  4676
16,  4991,  5328,  5613,  4670
16,  4970,  5328,  5606,  4659
16,  4971,  5332,  5607,  4666
16,  4972,  5330,  5612,  4664
16,  4977,  5330,  5609,  4665
16,  4981,  5335,  5610,  4661
16,  5080,  5339,  5607,  4665
16,  4972,  5332,  5610,  4668
16,  4970,  5332,  5608,  4666
16,  4979,  5331,  5607,  4675
16,  5010,  5328,  5609,  4666
16,  4974,  5328,  5610,  4667
16,  4987,  5331,  5624,  4676
16,  4976,  5330,  5610,  4667
16,  4977,  5329,  5611,  4668
16,  4980,  5329,  5608,  4672
16,  4980,  5338,  5606,  4655
16,  4983,  5336,  5607,  4663
16,  4980,  5334,  5614,  4663
16,  4975,  5330,  5608,  4652
16,  4979,  5330,  5609,  4668
16,  4972,  5334,  5612,  4664
16,  4975,  4652,  5145,  4665
16,  4969,  5338,  5610,  4664
16,  4980,  5333,  5616,  4667
16,  4977,  5337,  5607,  4656
16,  4979,  5337,  5610,  4659
16,  4973,  5330,  5612,  4658
16,  4972,  5332,  5612,  4667
16,  4977,  5337,  5609,  4664
16,  4912,  5329,  5609,  4668
16,  4969,  5332,  5611,  4664
16,  4970,  5332,  5610,  4663
16,  4969,  5326,  5609,  4665
16,  4977,  5330,  5610,  4664
16,  4972,  5333,  5613,  4665
16,  4977,  5331,  5611,  4659
16,  4980,  5327,  5611,  4664
16,  4975,  5326,  5612,  4667
16,  4975,  5332,  5656,  4669
16,  4972,  5329,  5612,  4671
16,  4980,  5331,  5584,  4664
16,  4976,  5333,  5609,  4660
16,  4970,  5336,  5618,  4665
16,  4977,  5331,  5614,  4663
16,  4971,  5329,  5609,  4677
16,  4975,  5324,  5612,  4670
16,  4974,  5334,  5618,  4660
16,  4978,  5189,  5612,  4636
16,  4943,  5331,  5616,  4660
16,  4972,  5328,  5616,  4668
16,  4979,  5329,  5612,  4660
16,  4980,  5329,  5610,  4662
16,  4965,  5332,  5607,  4672
16,  4974,  5332,  5613,  4668
16,  4971,  5326,  5614,  4665
16,  4973,  5331,  5610,  4669
16,  4970,  5328,  5606,  4660
16,  4973,  5333,  5610,  4664
16,  4970,  5325,  5614,  4657
16,  4967,  5334,  5611,  4664
16,  4964,  5329,  5611,  4659
16,  4968,  5332,  5608,  4663
16,  4969,  5330,  5610,  4662
16,  4963,  5330,  5028,  4657
16,  4971,  5328,  5609,  4662
16,  4965,  5329,  5611,  4668
16,  4968,  5327,  5610,  4667
16,  4962,  5324,  5606,  4670
16,  4981,  5324,  5607,  4667
16,  4967,  5323,  5608,  4674
16,  4966,  5331,  5610,  4668
16,  4962,  5324,  5611,  4669
16,  4968,  5325,  5608,  4666
16,  4967,  5332,  5610,  4653
16,  4966,  5323,  5614,  4662
16,  4967,  5326,  5611,  4671
16,  4968,  5324,  5613,  4670
16,  4973,  5329,  5613,  4669
16,  4964,  5327,  5609,  4675
16,  4967,  5324,  5608,  4669
16,  4965,  5329,  5608,  4665
16,  4975,  5327,  5611,  4674
16,  4972,  5328,  5608,  4666
16,  4964,  5334,  5606,  4674
16,  4960,  5325,  5615,  4680
16,  4968,  5324,  5612,  4672
16,  4964,  5322,  5608,  4669
16,  4961,  5329,  5608,  4669
16,  4966,  5330,  5612,  4666
16,  4963,  5329,  5609,  4670
16,  4958,  5331,  5608,  4666
16,  4965,  5329,  5614,  4663
16,  4972,  5336,  5611,  4667
16,  4964,  5330,  5609,  4671
16,  4965,  5329,  5610,  4665
16,  5125,  5330,  5613,  4670
16,  4963,  5329,  5610,  4663
16,  4965,  5331,  5608,  4666
16,  4963,  5328,  5609,  4668
16,  4964,  5327,  5608,  4670
16,  4968,  5331,  5623,  4666
16,  4975,  5331,  5619,  4669
16,  4969,  5326,  5608,  4665
16,  4972,  5323,  5608,  4666
16,  4968,  5327,  5612,  4677
16,  4974,  5324,  5273,  4671
16,  4982,  5331,  5611,  4665
16,  4970,  5328,  5608,  4660
16,  4973,  5327,  5609,  4668
16,  4974,  5327,  5610,  4130
16,  4956,  5327,  5608,  4671
16,  4969,  5330,  5610,  4665
16,  5061,  5357,  5613,  4673
16,  4965,  5329,  5613,  4666
16,  4965,  5331,  5609,  4665
16,  4962,  5329,  5610,  4664
16,  4968,  5327,  5611,  4668
16,  4964,  5327,  5608,  4669
16,  4969,  5325,  5612,  4666
16,  4958,  5329,  5610,  4665
16,  4969,  5328,  5614,  4666
24,  5139,  5404,  5595,  4739
24,  5142,  5398,  5591,  4739
24,  5139,  5410,  5591,  4733
24,  5134,  5402,  5589,  4741
24,  5142,  5401,  5590,  4732
24,  5141,  5406,  5603,  4731
24,  5138,  5404,  5591,  4739
24,  5140,  5408,  5593,  4739
24,  5143,  5404,  5592,  4736
24,  5137,  5406,  5591,  4734
24,  5141,  5412,  5591,  4732
24,  5151,  5406,  5595,  4741
24,  5139,  5401,  5591,  4739
24,  5136,  5401,  5589,  4741
24,  5134,  5402,  5593,  4745
24,  5134,  6086,  5625,  4747
24,  5141,  5405,  5595,  4743
24,  5141,  5408,  5591,  4742
24,  5140,  5408,  5596,  4736
24,  5149,  5406,  5598,  4738
24,  5139,  5405,  5595,  4737
24,  5144,  5410,  5593,  4740
24,  5141,  5407,  5592,  4740
24,  5142,  5406,  5595,  4740
24,  5083,  5404,  5593,  4744
24,  5145,  5404,  5596,  4732
24,  5148,  5410,  5593,  4738
24,  5153,  5406,  5595,  4734
24,  5144,  5407,  5592,  4734
24,  5143,  5409,  5593,  4722
24,  5149,  5407,  5596,  4738
24,  5143,  5409,  5594,  4744
24,  5148,  5410,  5597,  4741
24,  5142,  5411,  5594,  4735
24,  5135,  5413,  5595,  4738
24,  5144,  5407,  5596,  4743
24,  5139,  5409,  5593,  4741
24,  5148,  5410,  5591,  4730
24,  5144,  5408,  5594,  4735
24,  5138,  5407,  5597,  4735
24,  5144,  5259,  5610,  4739
24,  5144,  5409,  5590,  4744
24,  5141,  5408,  5593,  4731
24,  5144,  5408,  5595,  4744
24,  5178,  5411,  5600,  4736
24,  5144,  5413,  5598,  4734
24,  5145,  5414,  5602,  4768
24,  5152,  5409,  5595,  4745
24,  5148,  5407,  5597,  4746
24,  5148,  5413,  5597,  4751
24,  5141,  5412,  5600,  4744
24,  5149,  5415,  5604,  4745
24,  5151,  5412,  5601,  4731
24,  5147,  5415,  5602,  4739
24,  5145,  5414,  5604,  4731
24,  5159,  5415,  5601,  4733
24,  5152,  5412,  5600,  4744
24,  5148,  6098,  5552,  4742
24,  5147,  5417,  5608,  4729
24,  5152,  5417,  5605,  4740
24,  5152,  5416,  5607,  4728
24,  5148,  5415,  5604,  4737
24,  5150,  5415,  5602,  4733
24,  5149,  5417,  5600,  4749
24,  5190,  5416,  5601,  4725
24,  5229,  5422,  5606,  4740
24,  5154,  5415,  5603,  4747
24,  5153,  5418,  5603,  4736
24,  5152,  5415,  5602,  4717
24,  5152,  5417,  5601,  4734
24,  5148,  5415,  5602,  4746
24,  5150,  5418,  5601,  4742
24,  5156,  5413,  5603,  4741
24,  5154,  5415,  5600,  4740
24,  5152,  5413,  5654,  4734
24,  5154,  5412,  5603,  4737
24,  5146,  5420,  5602,  4736
24,  5149,  5412,  5603,  4739
24,  5152,  5419,  5607,  4752
24,  5153,  5416,  5602,  4740
24,  5148,  5416,  5604,  4741
24,  5146,  5416,  5604,  4738
24,  5142,  5414,  5605,  4746
24,  5145,  5417,  5603,  4742
24,  5147,  5416,  5600,  4742
24,  5154,  5409,  5600,  4740
24,  5150,  5413,  5606,  4737
24,  5148,  5412,  5600,  4739
24,  5152,  5417,  5604,  4749
24,  5148,  5416,  5601,  4738
24,  5140,  5415,  5623,  4748
24,  5145,  5419,  5606,  4745
24,  5156,  5420,  5607,  4740
24,  5146,  5418,  5606,  4752
24,  5147,  5330,  5604,  4751
24,  5151,  5417,  5605,  4738
24,  5146,  5416,  5599,  4743
24,  5147,  5418,  5608,  4742
24,  5156,  5416,  5604,  4738
24,  5150,  5425,  5601,  4743
24,  5149,  5415,  5606,  4741
24,  5147,  5415,  5606,  4740
24,  5154,  5420,  5605,  4746
24,  4890,  5419,  5608,  4742
24,  5108,  5416,  5603,  4735
24,  5156,  5422,  5603,  4342
24,  5154,  5420,  5607,  4748
24,  5155,  5420,  5609,  4740
24,  5151,  5478,  6111,  4742
24,  5145,  5417,  5607,  4739
24,  5155,  5420,  5607,  4745
24,  5149,  5420,  5606,  4741
24,  5147,  5420,  5609,  4743
24,  5144,  5422,  5602,  4734
24,  5153,  5416,  5605,  4741
24,  5152,  5424,  5606,  4744
24,  5147,  5423,  5604,  4741
24,  5148,  5420,  5608,  4737
24,  5160,  5420,  5608,  4719
24,  5151,  5423,  5603,  4745
24,  5151,  5419,  5609,  4745
24,  5151,  5424,  5608,  4744
24,  5146,  5421,  5604,  4752
24,  5152,  5421,  5607,  4738
24,  5094,  5418,  5604,  4744
24,  5145,  5418,  5604,  4743
24,  5151,  5418,  5605,  4743
24,  5145,  5415,  5610,  4738
24,  5151,  5421,  5605,  4744
24,  5149,  5416,  5607,  4745
24,  5149,  5415,  5606,  4743
24,  5152,  5381,  5601,  4740
24,  5159,  5419,  5602,  4738
24,  5148,  5406,  5604,  4747
24,  5154,  5413,  5604,  4736
24,  5146,  5417,  5603,  4740
24,  5157,  5414,  5603,  4728
24,  5150,  5414,  5601,  4738
24,  5152,  5411,  5597,  4742
24,  5145,  5423,  5600,  4735
24,  5152,  5411,  5600,  4745
24,  5150,  5419,  5595,  4738
24,  5154,  5735,  5604,  4734
24,  5156,  5417,  5602,  4731
24,  5106,  5415,  5576,  4733
24,  5145,  5416,  5598,  4731
24,  5150,  5414,  5600,  4762
24,  5152,  5415,  5603,  4738
24,  5157,  5415,  5599,  4740
24,  5157,  5418,  5604,  4728
24,  5160,  5419,  5606,  4733
24,  5152,  5419,  5601,  4736
24,  5155,  5421,  5606,  4735
24,  5157,  5416,  5606,  4733
24,  5157,  5418,  5598,  4740
24,  5155,  5417,  5604,  4736
24,  5157,  5419,  5603,  4740
24,  5157,  5419,  5606,  4740
24,  5158,  5423,  5601,  4731
24,  5153,  5421,  5606,  4736
24,  5139,  5412,  5604,  4729
24,  5158,  5418,  5599,  4733
24,  5159,  5419,  5602,  4732
24,  5157,  5417,  5600,  4742
24,  5187,  5412,  5610,  4735
24,  5158,  5413,  5605,  4737
24,  5253,  5469,  5601,  4731
24,  5156,  5421,  5595,  4730
24,  5162,  5416,  5605,  4738
24,  5157,  5421,  5600,  4729
24,  5149,  5421,  5607,  4735
24,  5155,  5422,  5607,  4734
